condition,layer,task_i,task_j,cosine_similarity
cot-zero-shot,27,A3,F0,0.007932191590858723
cot-zero-shot,27,A3,F1,-0.004108563466755004
cot-zero-shot,27,A3,F2,-0.010746877112192733
cot-zero-shot,27,A3,F3,-0.0024407625621375773
cot-zero-shot,27,A3,F4,-0.005003553323534126
cot-zero-shot,27,A3,F5,-0.02094407066942625
cot-zero-shot,27,F0,A1,-0.0054027199854393415
cot-zero-shot,27,F0,A2,0.004631632557783157
cot-zero-shot,27,F0,A3,0.007932191590858723
cot-zero-shot,27,F0,F0,0.9999999999953009
cot-zero-shot,27,F0,F1,0.03665628342864901
cot-zero-shot,27,F0,F2,0.1332216880377371
cot-zero-shot,27,F0,F3,0.040390922982864175
cot-zero-shot,27,F0,F4,0.042944516053610826
cot-zero-shot,27,F0,F5,0.030372630308930303
cot-zero-shot,27,F1,A1,-0.00265782322076
cot-zero-shot,27,F1,A2,-0.030480963938365555
cot-zero-shot,27,F1,A3,-0.004108563466755004
cot-zero-shot,27,F1,F0,0.03665628342864901
cot-zero-shot,27,F1,F1,0.9999999999850968
cot-zero-shot,27,F1,F2,0.043974889958340715
cot-zero-shot,27,F1,F3,0.030432834945313007
cot-zero-shot,27,F1,F4,-0.002625211637648054
cot-zero-shot,27,F1,F5,-0.015580576139536277
cot-zero-shot,27,F2,A1,0.004003820895558527
cot-zero-shot,27,F2,A2,0.02009553166572118
cot-zero-shot,27,F2,A3,-0.010746877112192733
cot-zero-shot,27,F2,F0,0.1332216880377371
cot-zero-shot,27,F2,F1,0.043974889958340715
cot-zero-shot,27,F2,F2,0.9999999999965348
cot-zero-shot,27,F2,F3,0.053213420005215624
cot-zero-shot,27,F2,F4,0.03678207897565537
cot-zero-shot,27,F2,F5,0.045803348382173696
cot-zero-shot,27,F3,A1,0.012875819265657033
cot-zero-shot,27,F3,A2,-0.007153725140653631
cot-zero-shot,27,F3,A3,-0.0024407625621375773
cot-zero-shot,27,F3,F0,0.040390922982864175
cot-zero-shot,27,F3,F1,0.030432834945313007
cot-zero-shot,27,F3,F2,0.053213420005215624
cot-zero-shot,27,F3,F3,0.9999999999768492
cot-zero-shot,27,F3,F4,0.10531862212459059
cot-zero-shot,27,F3,F5,0.04703216594308373
cot-zero-shot,27,F4,A1,0.0016567410987293123
cot-zero-shot,27,F4,A2,0.006764533199887161
cot-zero-shot,27,F4,A3,-0.005003553323534126
cot-zero-shot,27,F4,F0,0.042944516053610826
cot-zero-shot,27,F4,F1,-0.002625211637648054
cot-zero-shot,27,F4,F2,0.03678207897565537
cot-zero-shot,27,F4,F3,0.10531862212459059
cot-zero-shot,27,F4,F4,0.9999999999852378
cot-zero-shot,27,F4,F5,0.1439134970988716
cot-zero-shot,27,F5,A1,0.01101958814387466
cot-zero-shot,27,F5,A2,0.03384929717881494
cot-zero-shot,27,F5,A3,-0.02094407066942625
cot-zero-shot,27,F5,F0,0.030372630308930303
cot-zero-shot,27,F5,F1,-0.015580576139536277
cot-zero-shot,27,F5,F2,0.045803348382173696
cot-zero-shot,27,F5,F3,0.04703216594308373
cot-zero-shot,27,F5,F4,0.1439134970988716
cot-zero-shot,27,F5,F5,0.9999999999937048
cot-zero-shot,28,A1,A1,0.9999999999834813
cot-zero-shot,28,A1,A2,0.06884239934519068
cot-zero-shot,28,A1,A3,0.004684128551278589
cot-zero-shot,28,A1,F0,-0.0031193168383781005
cot-zero-shot,28,A1,F1,0.009540679083662398
cot-zero-shot,28,A1,F2,0.012973871149771835
cot-zero-shot,28,A1,F3,0.02194980357246245
cot-zero-shot,28,A1,F4,0.008815794561925076
cot-zero-shot,28,A1,F5,0.012560186043983313
cot-zero-shot,28,A2,A1,0.06884239934519068
cot-zero-shot,28,A2,A2,0.9999999999708004
cot-zero-shot,28,A2,A3,0.08825587261401278
cot-zero-shot,28,A2,F0,0.011181155079929183
cot-zero-shot,28,A2,F1,-0.022420653944133676
cot-zero-shot,28,A2,F2,0.017760490082329577
cot-zero-shot,28,A2,F3,-0.010653564979910133
cot-zero-shot,28,A2,F4,-0.0030425195243436814
cot-zero-shot,28,A2,F5,0.031805282584253795
cot-zero-shot,28,A3,A1,0.004684128551278589
cot-zero-shot,28,A3,A2,0.08825587261401278
cot-zero-shot,28,A3,A3,0.9999999989748455
cot-zero-shot,28,A3,F0,0.009339356479458405
cot-zero-shot,28,A3,F1,-0.005477784039306756
cot-zero-shot,28,A3,F2,-0.011819460390354825
cot-zero-shot,28,A3,F3,0.005027171517174505
cot-zero-shot,28,A3,F4,-0.004242661722266845
cot-zero-shot,28,A3,F5,-0.021668093062544493
cot-zero-shot,28,F0,A1,-0.0031193168383781005
cot-zero-shot,28,F0,A2,0.011181155079929183
cot-zero-shot,28,F0,A3,0.009339356479458405
cot-zero-shot,28,F0,F0,0.999999999995073
cot-zero-shot,28,F0,F1,0.03434432850516007
cot-zero-shot,28,F0,F2,0.12736645537907895
cot-zero-shot,28,F0,F3,0.036259712887041134
cot-zero-shot,28,F0,F4,0.035879080474750455
cot-zero-shot,28,F0,F5,0.029973412350182624
cot-zero-shot,28,F1,A1,0.009540679083662398
cot-zero-shot,28,F1,A2,-0.022420653944133676
cot-zero-shot,28,F1,A3,-0.005477784039306756
cot-zero-shot,28,F1,F0,0.03434432850516007
cot-zero-shot,28,F1,F1,0.9999999999848275
cot-zero-shot,28,F1,F2,0.04891429708163315
cot-zero-shot,28,F1,F3,0.025016490749501536
cot-zero-shot,28,F1,F4,0.0043659778626061645
cot-zero-shot,28,F1,F5,-0.013934317311097417
cot-zero-shot,28,F2,A1,0.012973871149771835
cot-zero-shot,28,F2,A2,0.017760490082329577
cot-zero-shot,28,F2,A3,-0.011819460390354825
cot-zero-shot,28,F2,F0,0.12736645537907895
cot-zero-shot,28,F2,F1,0.04891429708163315
cot-zero-shot,28,F2,F2,0.9999999999963989
cot-zero-shot,28,F2,F3,0.05609051846669552
cot-zero-shot,28,F2,F4,0.03523229382061231
cot-zero-shot,28,F2,F5,0.0521792444398085
cot-zero-shot,28,F3,A1,0.02194980357246245
cot-zero-shot,28,F3,A2,-0.010653564979910133
cot-zero-shot,28,F3,A3,0.005027171517174505
cot-zero-shot,28,F3,F0,0.036259712887041134
cot-zero-shot,28,F3,F1,0.025016490749501536
cot-zero-shot,28,F3,F2,0.05609051846669552
cot-zero-shot,28,F3,F3,0.9999999999780768
cot-zero-shot,28,F3,F4,0.09564526524943347
cot-zero-shot,28,F3,F5,0.04157523861042056
cot-zero-shot,28,F4,A1,0.008815794561925076
cot-zero-shot,28,F4,A2,-0.0030425195243436814
cot-zero-shot,28,F4,A3,-0.004242661722266845
cot-zero-shot,28,F4,F0,0.035879080474750455
cot-zero-shot,28,F4,F1,0.0043659778626061645
cot-zero-shot,28,F4,F2,0.03523229382061231
cot-zero-shot,28,F4,F3,0.09564526524943347
cot-zero-shot,28,F4,F4,0.9999999999852002
cot-zero-shot,28,F4,F5,0.1412618795111965
cot-zero-shot,28,F5,A1,0.012560186043983313
cot-zero-shot,28,F5,A2,0.031805282584253795
cot-zero-shot,28,F5,A3,-0.021668093062544493
cot-zero-shot,28,F5,F0,0.029973412350182624
cot-zero-shot,28,F5,F1,-0.013934317311097417
cot-zero-shot,28,F5,F2,0.0521792444398085
cot-zero-shot,28,F5,F3,0.04157523861042056
cot-zero-shot,28,F5,F4,0.1412618795111965
cot-zero-shot,28,F5,F5,0.9999999999935558
cot-zero-shot,29,A1,A1,0.9999999999836654
cot-zero-shot,29,A1,A2,0.07564160707211796
cot-zero-shot,29,A1,A3,0.0055301545604077695
cot-zero-shot,29,A1,F0,-0.0014962241782331877
cot-zero-shot,29,A1,F1,0.0146764482780199
cot-zero-shot,29,A1,F2,0.010182183841998543
cot-zero-shot,29,A1,F3,0.01951497706957778
cot-zero-shot,29,A1,F4,0.01276683706206394
cot-zero-shot,29,A1,F5,0.016892285364147892
cot-zero-shot,29,A2,A1,0.07564160707211796
cot-zero-shot,29,A2,A2,0.9999999999720499
cot-zero-shot,29,A2,A3,0.08004600255001912
cot-zero-shot,29,A2,F0,0.01632897594057236
cot-zero-shot,29,A2,F1,-0.020443353114349007
cot-zero-shot,29,A2,F2,0.0208540836656984
cot-zero-shot,29,A2,F3,-0.019040389437917565
cot-zero-shot,29,A2,F4,-0.00020138923909851869
cot-zero-shot,29,A2,F5,0.02911586652842461
cot-zero-shot,29,A3,A1,0.0055301545604077695
cot-zero-shot,29,A3,A2,0.08004600255001912
cot-zero-shot,29,A3,A3,0.999999998738694
cot-zero-shot,29,A3,F0,0.008312075638241162
cot-zero-shot,29,A3,F1,-0.009676650912011638
cot-zero-shot,29,A3,F2,-0.006106417392778489
cot-zero-shot,29,A3,F3,0.008555287394835525
cot-zero-shot,29,A3,F4,-0.004960529792731125
cot-zero-shot,29,A3,F5,-0.025393035670806613
cot-zero-shot,29,F0,A1,-0.0014962241782331877
cot-zero-shot,29,F0,A2,0.01632897594057236
cot-zero-shot,29,F0,A3,0.008312075638241162
cot-zero-shot,29,F0,F0,0.999999999994866
cot-zero-shot,29,F0,F1,0.03235940015570786
cot-zero-shot,29,F0,F2,0.13269083920785296
cot-zero-shot,29,F0,F3,0.028791833042141807
cot-zero-shot,29,F0,F4,0.03236718166633599
cot-zero-shot,29,F0,F5,0.021896142990440202
cot-zero-shot,29,F1,A1,0.0146764482780199
cot-zero-shot,29,F1,A2,-0.020443353114349007
cot-zero-shot,29,F1,A3,-0.009676650912011638
cot-zero-shot,29,F1,F0,0.03235940015570786
cot-zero-shot,29,F1,F1,0.9999999999844169
cot-zero-shot,29,F1,F2,0.04277555772471277
cot-zero-shot,29,F1,F3,0.017387426327055974
cot-zero-shot,29,F1,F4,0.008205494430757885
cot-zero-shot,29,F1,F5,-0.012554664694075833
cot-zero-shot,29,F2,A1,0.010182183841998543
cot-zero-shot,29,F2,A2,0.0208540836656984
cot-zero-shot,29,F2,A3,-0.006106417392778489
cot-zero-shot,29,F2,F0,0.13269083920785296
cot-zero-shot,29,F2,F1,0.04277555772471277
cot-zero-shot,29,F2,F2,0.9999999999962168
cot-zero-shot,29,F2,F3,0.055115591911494004
cot-zero-shot,29,F2,F4,0.036507701365697046
cot-zero-shot,29,F2,F5,0.053411979665891396
cot-zero-shot,29,F3,A1,0.01951497706957778
cot-zero-shot,29,F3,A2,-0.019040389437917565
cot-zero-shot,29,F3,A3,0.008555287394835525
cot-zero-shot,29,F3,F0,0.028791833042141807
cot-zero-shot,29,F3,F1,0.017387426327055974
cot-zero-shot,29,F3,F2,0.055115591911494004
cot-zero-shot,29,F3,F3,0.9999999999783415
cot-zero-shot,29,F3,F4,0.09061905774781238
cot-zero-shot,29,F3,F5,0.04690301506946843
cot-zero-shot,29,F4,A1,0.01276683706206394
cot-zero-shot,29,F4,A2,-0.00020138923909851869
cot-zero-shot,29,F4,A3,-0.004960529792731125
cot-zero-shot,29,F4,F0,0.03236718166633599
cot-zero-shot,29,F4,F1,0.008205494430757885
cot-zero-shot,29,F4,F2,0.036507701365697046
cot-zero-shot,29,F4,F3,0.09061905774781238
cot-zero-shot,29,F4,F4,0.9999999999851708
cot-zero-shot,29,F4,F5,0.14333128211844365
cot-zero-shot,29,F5,A1,0.016892285364147892
cot-zero-shot,29,F5,A2,0.02911586652842461
cot-zero-shot,29,F5,A3,-0.025393035670806613
cot-zero-shot,29,F5,F0,0.021896142990440202
cot-zero-shot,29,F5,F1,-0.012554664694075833
cot-zero-shot,29,F5,F2,0.053411979665891396
cot-zero-shot,29,F5,F3,0.04690301506946843
cot-zero-shot,29,F5,F4,0.14333128211844365
cot-zero-shot,29,F5,F5,0.9999999999934579
cot-zero-shot,30,A1,A1,0.9999999999824404
cot-zero-shot,30,A1,A2,0.07706136054555038
cot-zero-shot,30,A1,A3,0.003222645820598169
cot-zero-shot,30,A1,F0,-0.010020771502930443
cot-zero-shot,30,A1,F1,0.017730584961042413
cot-zero-shot,30,A1,F2,0.014531486863724106
cot-zero-shot,30,A1,F3,0.022564239756162664
cot-zero-shot,30,A1,F4,0.0008553287329881714
cot-zero-shot,30,A1,F5,0.013006980507688157
cot-zero-shot,30,A2,A1,0.07706136054555038
cot-zero-shot,30,A2,A2,0.9999999999704857
cot-zero-shot,30,A2,A3,0.06922588561016522
cot-zero-shot,30,A2,F0,0.009893846903610988
cot-zero-shot,30,A2,F1,-0.022328532076160465
cot-zero-shot,30,A2,F2,0.02579383152663217
cot-zero-shot,30,A2,F3,-0.02712577026697957
cot-zero-shot,30,A2,F4,-0.012256771925014712
cot-zero-shot,30,A2,F5,0.034601841869839244
cot-zero-shot,30,A3,A1,0.003222645820598169
cot-zero-shot,30,A3,A2,0.06922588561016522
cot-zero-shot,30,A3,A3,0.9999999979038304
cot-zero-shot,30,A3,F0,0.007276242122580152
cot-zero-shot,30,A3,F1,-0.014716759906842701
cot-zero-shot,30,A3,F2,-0.008137299830125533
cot-zero-shot,30,A3,F3,0.0112084497758109
cot-zero-shot,30,A3,F4,-0.0012843247744819286
cot-zero-shot,30,A3,F5,-0.029352533871776276
cot-zero-shot,30,F0,A1,-0.010020771502930443
cot-zero-shot,30,F0,A2,0.009893846903610988
cot-zero-shot,30,F0,A3,0.007276242122580152
cot-zero-shot,30,F0,F0,0.9999999999943971
cot-zero-shot,30,F0,F1,0.04214221890710986
cot-zero-shot,30,F0,F2,0.12649226733787453
cot-zero-shot,30,F0,F3,0.03322317673870338
cot-zero-shot,30,F0,F4,0.038114586914295326
cot-zero-shot,30,F0,F5,0.02781594968083463
cot-zero-shot,30,F1,A1,0.017730584961042413
cot-zero-shot,30,F1,A2,-0.022328532076160465
cot-zero-shot,30,F1,A3,-0.014716759906842701
cot-zero-shot,30,F1,F0,0.04214221890710986
cot-zero-shot,30,F1,F1,0.9999999999836037
cot-zero-shot,30,F1,F2,0.04457740193151506
cot-zero-shot,30,F1,F3,0.022830870639479448
cot-zero-shot,30,F1,F4,0.013661244879039827
cot-zero-shot,30,F1,F5,-0.013748942676321197
cot-zero-shot,30,F2,A1,0.014531486863724106
cot-zero-shot,30,F2,A2,0.02579383152663217
cot-zero-shot,30,F2,A3,-0.008137299830125533
cot-zero-shot,30,F2,F0,0.12649226733787453
cot-zero-shot,30,F2,F1,0.04457740193151506
cot-zero-shot,30,F2,F2,0.9999999999958631
cot-zero-shot,30,F2,F3,0.05410093627258187
cot-zero-shot,30,F2,F4,0.042213689868352215
cot-zero-shot,30,F2,F5,0.061921428455896814
cot-zero-shot,30,F3,A1,0.022564239756162664
cot-zero-shot,30,F3,A2,-0.02712577026697957
cot-zero-shot,30,F3,A3,0.0112084497758109
cot-zero-shot,30,F3,F0,0.03322317673870338
cot-zero-shot,30,F3,F1,0.022830870639479448
cot-zero-shot,30,F3,F2,0.05410093627258187
cot-zero-shot,30,F3,F3,0.9999999999777255
cot-zero-shot,30,F3,F4,0.09586113596952182
cot-zero-shot,30,F3,F5,0.05092709114985533
cot-zero-shot,30,F4,A1,0.0008553287329881714
cot-zero-shot,30,F4,A2,-0.012256771925014712
cot-zero-shot,30,F4,A3,-0.0012843247744819286
cot-zero-shot,30,F4,F0,0.038114586914295326
cot-zero-shot,30,F4,F1,0.013661244879039827
cot-zero-shot,30,F4,F2,0.042213689868352215
cot-zero-shot,30,F4,F3,0.09586113596952182
cot-zero-shot,30,F4,F4,0.9999999999845068
cot-zero-shot,30,F4,F5,0.1327192749609214
cot-zero-shot,30,F5,A1,0.013006980507688157
cot-zero-shot,30,F5,A2,0.034601841869839244
cot-zero-shot,30,F5,A3,-0.029352533871776276
cot-zero-shot,30,F5,F0,0.02781594968083463
cot-zero-shot,30,F5,F1,-0.013748942676321197
cot-zero-shot,30,F5,F2,0.061921428455896814
cot-zero-shot,30,F5,F3,0.05092709114985533
cot-zero-shot,30,F5,F4,0.1327192749609214
cot-zero-shot,30,F5,F5,0.9999999999929308
cot-zero-shot,31,A1,A1,0.9999999999821799
cot-zero-shot,31,A1,A2,0.06674159918852868
cot-zero-shot,31,A1,A3,0.0030072327409407674
cot-zero-shot,31,A1,F0,2.9238598375103295e-05
cot-zero-shot,31,A1,F1,0.009509341391271514
cot-zero-shot,31,A1,F2,0.017188279461854993
cot-zero-shot,31,A1,F3,0.027643490941045193
cot-zero-shot,31,A1,F4,-0.0018160745122864897
cot-zero-shot,31,A1,F5,0.006889167114261355
cot-zero-shot,31,A2,A1,0.06674159918852868
cot-zero-shot,31,A2,A2,0.9999999999690367
cot-zero-shot,31,A2,A3,0.06090896549956398
cot-zero-shot,31,A2,F0,0.017254349811400976
cot-zero-shot,31,A2,F1,-0.01385911358206187
cot-zero-shot,31,A2,F2,0.02737435833694497
cot-zero-shot,31,A2,F3,-0.02649331165530098
cot-zero-shot,31,A2,F4,-0.0011794597727908006
cot-zero-shot,31,A2,F5,0.028636924703476438
cot-zero-shot,31,A3,A1,0.0030072327409407674
cot-zero-shot,31,A3,A2,0.06090896549956398
cot-zero-shot,31,A3,A3,0.9999999973329019
cot-zero-shot,31,A3,F0,0.008505765406036495
cot-zero-shot,31,A3,F1,-0.01903450173568633
cot-zero-shot,31,A3,F2,-0.008567004541643363
cot-zero-shot,31,A3,F3,0.004193395789087058
cot-zero-shot,31,A3,F4,-0.00013349794644850626
cot-zero-shot,31,A3,F5,-0.02348298928029721
cot-zero-shot,31,F0,A1,2.9238598375103295e-05
cot-zero-shot,31,F0,A2,0.017254349811400976
cot-zero-shot,31,F0,A3,0.008505765406036495
cot-zero-shot,31,F0,F0,0.9999999999936796
cot-zero-shot,31,F0,F1,0.037664437211507015
cot-zero-shot,31,F0,F2,0.12614695522370534
cot-zero-shot,31,F0,F3,0.023815833881534743
cot-zero-shot,31,F0,F4,0.03617382341959278
cot-zero-shot,31,F0,F5,0.023125971144130546
cot-zero-shot,31,F1,A1,0.009509341391271514
cot-zero-shot,31,F1,A2,-0.01385911358206187
cot-zero-shot,31,F1,A3,-0.01903450173568633
cot-zero-shot,31,F1,F0,0.037664437211507015
cot-zero-shot,31,F1,F1,0.999999999983039
cot-zero-shot,31,F1,F2,0.04663385846017301
cot-zero-shot,31,F1,F3,0.02021744225400044
cot-zero-shot,31,F1,F4,0.0005964717202836658
cot-zero-shot,31,F1,F5,-0.016065218520715973
cot-zero-shot,31,F2,A1,0.017188279461854993
cot-zero-shot,31,F2,A2,0.02737435833694497
cot-zero-shot,31,F2,A3,-0.008567004541643363
cot-zero-shot,31,F2,F0,0.12614695522370534
cot-zero-shot,31,F2,F1,0.04663385846017301
cot-zero-shot,31,F2,F2,0.9999999999955371
cot-zero-shot,31,F2,F3,0.051406901179357145
cot-zero-shot,31,F2,F4,0.037170486480346404
cot-zero-shot,31,F2,F5,0.04543283663899665
cot-zero-shot,31,F3,A1,0.027643490941045193
cot-zero-shot,31,F3,A2,-0.02649331165530098
cot-zero-shot,31,F3,A3,0.004193395789087058
cot-zero-shot,31,F3,F0,0.023815833881534743
cot-zero-shot,31,F3,F1,0.02021744225400044
cot-zero-shot,31,F3,F2,0.051406901179357145
cot-zero-shot,31,F3,F3,0.9999999999780199
cot-zero-shot,31,F3,F4,0.08948857811469782
cot-zero-shot,31,F3,F5,0.030231324610096953
cot-zero-shot,31,F4,A1,-0.0018160745122864897
cot-zero-shot,31,F4,A2,-0.0011794597727908006
cot-zero-shot,31,F4,A3,-0.00013349794644850626
cot-zero-shot,31,F4,F0,0.03617382341959278
cot-zero-shot,31,F4,F1,0.0005964717202836658
cot-zero-shot,31,F4,F2,0.037170486480346404
cot-zero-shot,31,F4,F3,0.08948857811469782
cot-zero-shot,31,F4,F4,0.9999999999839989
cot-zero-shot,31,F4,F5,0.10946064833599538
cot-zero-shot,31,F5,A1,0.006889167114261355
cot-zero-shot,31,F5,A2,0.028636924703476438
cot-zero-shot,31,F5,A3,-0.02348298928029721
cot-zero-shot,31,F5,F0,0.023125971144130546
cot-zero-shot,31,F5,F1,-0.016065218520715973
cot-zero-shot,31,F5,F2,0.04543283663899665
cot-zero-shot,31,F5,F3,0.030231324610096953
cot-zero-shot,31,F5,F4,0.10946064833599538
cot-zero-shot,31,F5,F5,0.9999999999924115
cot-zero-shot,32,A1,A1,0.999999999838087
cot-zero-shot,32,A1,A2,0.0303756244088822
cot-zero-shot,32,A1,A3,-0.0018152892375661888
cot-zero-shot,32,A1,F0,0.011869995257797401
cot-zero-shot,32,A1,F1,0.0061306011241243335
cot-zero-shot,32,A1,F2,0.009694934182549155
cot-zero-shot,32,A1,F3,0.02893153686801057
cot-zero-shot,32,A1,F4,0.011917058743815165
cot-zero-shot,32,A1,F5,-0.005872762706275626
cot-zero-shot,32,A2,A1,0.0303756244088822
cot-zero-shot,32,A2,A2,0.9999999998031288
cot-zero-shot,32,A2,A3,0.022486015692721763
cot-zero-shot,32,A2,F0,0.011680759954850153
cot-zero-shot,32,A2,F1,-0.00727110684068508
cot-zero-shot,32,A2,F2,0.029192037952177636
cot-zero-shot,32,A2,F3,-0.0350731061545986
cot-zero-shot,32,A2,F4,0.001545077221866952
cot-zero-shot,32,A2,F5,0.015308129244446599
cot-zero-shot,32,A3,A1,-0.0018152892375661888
cot-zero-shot,32,A3,A2,0.022486015692721763
cot-zero-shot,32,A3,A3,0.9999999043204225
cot-zero-shot,32,A3,F0,0.008984550147210198
cot-zero-shot,32,A3,F1,-0.013483146950837542
cot-zero-shot,32,A3,F2,-0.016502986102535106
cot-zero-shot,32,A3,F3,-0.0015460997465243536
cot-zero-shot,32,A3,F4,0.0033242994805332215
cot-zero-shot,32,A3,F5,-0.018112338650077782
cot-zero-shot,32,F0,A1,0.011869995257797401
cot-zero-shot,32,F0,A2,0.011680759954850153
cot-zero-shot,32,F0,A3,0.008984550147210198
cot-zero-shot,32,F0,F0,0.9999999999671009
cot-zero-shot,32,F0,F1,0.02068696395554122
cot-zero-shot,32,F0,F2,0.10299376856879172
cot-zero-shot,32,F0,F3,0.03732154482650785
cot-zero-shot,32,F0,F4,0.035051105416980366
cot-zero-shot,32,F0,F5,0.013199776861575653
cot-zero-shot,32,F1,A1,0.0061306011241243335
cot-zero-shot,32,F1,A2,-0.00727110684068508
cot-zero-shot,32,F1,A3,-0.013483146950837542
cot-zero-shot,32,F1,F0,0.02068696395554122
cot-zero-shot,32,F1,F1,0.9999999999383868
cot-zero-shot,32,F1,F2,0.04229266934770212
cot-zero-shot,32,F1,F3,0.010421218200947404
cot-zero-shot,32,F1,F4,-0.006872846180641836
cot-zero-shot,32,F1,F5,-0.018796566570989454
cot-zero-shot,32,F2,A1,0.009694934182549155
cot-zero-shot,32,F2,A2,0.029192037952177636
cot-zero-shot,32,F2,A3,-0.016502986102535106
cot-zero-shot,32,F2,F0,0.10299376856879172
cot-zero-shot,32,F2,F1,0.04229266934770212
cot-zero-shot,32,F2,F2,0.9999999999745257
cot-zero-shot,32,F2,F3,0.05563707648121059
cot-zero-shot,32,F2,F4,0.02170381553150139
cot-zero-shot,32,F2,F5,0.032708710427030774
cot-zero-shot,32,F3,A1,0.02893153686801057
cot-zero-shot,32,F3,A2,-0.0350731061545986
cot-zero-shot,32,F3,A3,-0.0015460997465243536
cot-zero-shot,32,F3,F0,0.03732154482650785
cot-zero-shot,32,F3,F1,0.010421218200947404
cot-zero-shot,32,F3,F2,0.05563707648121059
cot-zero-shot,32,F3,F3,0.9999999999373342
cot-zero-shot,32,F3,F4,0.05467012876853684
cot-zero-shot,32,F3,F5,0.01855773258372029
cot-zero-shot,32,F4,A1,0.011917058743815165
cot-zero-shot,32,F4,A2,0.001545077221866952
cot-zero-shot,32,F4,A3,0.0033242994805332215
cot-zero-shot,32,F4,F0,0.035051105416980366
cot-zero-shot,32,F4,F1,-0.006872846180641836
cot-zero-shot,32,F4,F2,0.02170381553150139
cot-zero-shot,32,F4,F3,0.05467012876853684
cot-zero-shot,32,F4,F4,0.9999999999409313
cot-zero-shot,32,F4,F5,0.05721040766100896
cot-zero-shot,32,F5,A1,-0.005872762706275626
cot-zero-shot,32,F5,A2,0.015308129244446599
cot-zero-shot,32,F5,A3,-0.018112338650077782
cot-zero-shot,32,F5,F0,0.013199776861575653
cot-zero-shot,32,F5,F1,-0.018796566570989454
cot-zero-shot,32,F5,F2,0.032708710427030774
cot-zero-shot,32,F5,F3,0.01855773258372029
cot-zero-shot,32,F5,F4,0.05721040766100896
cot-zero-shot,32,F5,F5,0.9999999999622072
sentence-based-CoT,0,A1,A1,0.9999999999955045
sentence-based-CoT,0,A1,A2,0.8155272894404405
sentence-based-CoT,0,A1,A3,0.807587553068072
sentence-based-CoT,0,A1,F0,0.8247776255758964
sentence-based-CoT,0,A1,F1,0.8185595466574488
sentence-based-CoT,0,A1,F2,0.8152309261392523
sentence-based-CoT,0,A1,F3,0.8105146640805425
sentence-based-CoT,0,A1,F4,0.7688841676870922
sentence-based-CoT,0,A1,F5,0.6743740960339011
sentence-based-CoT,0,A2,A1,0.8155272894404405
sentence-based-CoT,0,A2,A2,0.9999999999939544
sentence-based-CoT,0,A2,A3,0.9682017335157351
sentence-based-CoT,0,A2,F0,0.9883241586708709
sentence-based-CoT,0,A2,F1,0.9876731191491274
sentence-based-CoT,0,A2,F2,0.9841495635058009
sentence-based-CoT,0,A2,F3,0.9508172071868026
sentence-based-CoT,0,A2,F4,0.9195363229272815
sentence-based-CoT,0,A2,F5,0.8008388680645403
sentence-based-CoT,0,A3,A1,0.807587553068072
sentence-based-CoT,0,A3,A2,0.9682017335157351
sentence-based-CoT,0,A3,A3,0.9999999999941434
sentence-based-CoT,0,A3,F0,0.978539225177395
sentence-based-CoT,0,A3,F1,0.9779696991473472
sentence-based-CoT,0,A3,F2,0.9744136153561003
sentence-based-CoT,0,A3,F3,0.9412001046483032
sentence-based-CoT,0,A3,F4,0.9102635802090984
sentence-based-CoT,0,A3,F5,0.7924184942743897
sentence-based-CoT,0,F0,A1,0.8247776255758964
sentence-based-CoT,0,F0,A2,0.9883241586708709
sentence-based-CoT,0,F0,A3,0.978539225177395
sentence-based-CoT,0,F0,F0,0.9999999999900453
sentence-based-CoT,0,F0,F1,0.9983987038813001
sentence-based-CoT,0,F0,F2,0.9948548575569982
