statement,label,countries,cities,stated_k1,stated_k2,actual_k1,actual_k2
"Exactly 3 of the following cities are in Ukraine and 1 in Lithuania: Odesa, Mogadishu, Sevastopol, Kyiv, Daxing'anling, Vilnius.",1,"('Ukraine', 'Lithuania')","(""Daxing'anling"", 'Kyiv', 'Mogadishu', 'Odesa', 'Sevastopol', 'Vilnius')",3,1,3,1
"Exactly 3 of the following cities are in Iran and 1 in the Philippines: Tabriz, Ahvaz, Isfahan, Las Pinas, Zhabei, Tehran.",0,"('Iran', 'the Philippines')","('Ahvaz', 'Isfahan', 'Las Pinas', 'Tabriz', 'Tehran', 'Zhabei')",3,1,4,1
"Exactly 4 of the following cities are in India and 1 in Kuwait: Nova Iguacu, Bhopal, Ahmedabad, Thane, Al Ahmadi, Kallakurichi.",1,"('India', 'Kuwait')","('Ahmedabad', 'Al Ahmadi', 'Bhopal', 'Kallakurichi', 'Nova Iguacu', 'Thane')",4,1,4,1
"Exactly 1 of the following cities are in India and 3 in Djibouti: Dehradun, Lanzhou, Karol Bagh, Dhanbad, Balbala, Bhiwandi.",0,"('India', 'Djibouti')","('Balbala', 'Bhiwandi', 'Dehradun', 'Dhanbad', 'Karol Bagh', 'Lanzhou')",1,3,4,1
"Exactly 2 of the following cities are in Mexico and 2 in Germany: Torreon, Reynosa, Gwalior, Munich, Santiago de Queretaro, Heroica Matamoros.",0,"('Mexico', 'Germany')","('Gwalior', 'Heroica Matamoros', 'Munich', 'Reynosa', 'Santiago de Queretaro', 'Torreon')",2,2,4,1
"Exactly 2 of the following cities are in Indonesia and 2 in Germany: Soacha, Tangerang, Leipzig, Yibin, Malang, Munich.",1,"('Indonesia', 'Germany')","('Leipzig', 'Malang', 'Munich', 'Soacha', 'Tangerang', 'Yibin')",2,2,2,2
"Exactly 1 of the following cities are in Cambodia and 4 in Turkey: Phnom Penh, Istanbul, UEskuedar, Cankaya, Ankara, Bursa.",0,"('Cambodia', 'Turkey')","('Ankara', 'Bursa', 'Cankaya', 'Istanbul', 'Phnom Penh', 'UEskuedar')",1,4,1,5
"Exactly 2 of the following cities are in France and 2 in Japan: Toulouse, Lyon, Ipoh, Niigata, Pingdingshan, Marseille.",0,"('France', 'Japan')","('Ipoh', 'Lyon', 'Marseille', 'Niigata', 'Pingdingshan', 'Toulouse')",2,2,3,1
"Exactly 1 of the following cities are in North Korea and 4 in South Africa: Pyongyang, Pretoria, Johannesburg, Bloemfontein, Thembisa, Winnipeg.",1,"('North Korea', 'South Africa')","('Bloemfontein', 'Johannesburg', 'Pretoria', 'Pyongyang', 'Thembisa', 'Winnipeg')",1,4,1,4
"Exactly 2 of the following cities are in Angola and 1 in Ecuador: Da Nang, Benguela, Calumbo, Lubango, Quito, Ecatepec de Morelos.",0,"('Angola', 'Ecuador')","('Benguela', 'Calumbo', 'Da Nang', 'Ecatepec de Morelos', 'Lubango', 'Quito')",2,1,3,1
"Exactly 4 of the following cities are in India and 2 in Kenya: Nairobi, Prayagraj, Kakamega, Bhayandar, Ahmedabad, Pimpri.",1,"('India', 'Kenya')","('Ahmedabad', 'Bhayandar', 'Kakamega', 'Nairobi', 'Pimpri', 'Prayagraj')",4,2,4,2
"Exactly 5 of the following cities are in France and 1 in Japan: Marseille, Edogawe, Hefei, Lyon, San Pedro Sula, Minhang.",0,"('France', 'Japan')","('Edogawe', 'Hefei', 'Lyon', 'Marseille', 'Minhang', 'San Pedro Sula')",5,1,2,1
"Exactly 1 of the following cities are in Ecuador and 1 in Nigeria: Kolwezi, Guayaquil, Onitsha, Jos, Giza, Quito.",0,"('Ecuador', 'Nigeria')","('Giza', 'Guayaquil', 'Jos', 'Kolwezi', 'Onitsha', 'Quito')",1,1,2,2
"Exactly 3 of the following cities are in Bangladesh and 1 in Indonesia: Camama, Comilla, Zhenjiang, Samarinda, Rangpur, Mohammadpur.",1,"('Bangladesh', 'Indonesia')","('Camama', 'Comilla', 'Mohammadpur', 'Rangpur', 'Samarinda', 'Zhenjiang')",3,1,3,1
"Exactly 1 of the following cities are in Armenia and 3 in the Democratic Republic of the Congo: Nellore, Tshikapa, Yerevan, Kinshasa, Agadir, Bukavu.",1,"('Armenia', 'the Democratic Republic of the Congo')","('Agadir', 'Bukavu', 'Kinshasa', 'Nellore', 'Tshikapa', 'Yerevan')",1,3,1,3
"Exactly 2 of the following cities are in Jordan and 4 in Malaysia: Pasir Gudang, Shah Alam, Amman, Sungai Petani, Kuantan, Zarqa.",1,"('Jordan', 'Malaysia')","('Amman', 'Kuantan', 'Pasir Gudang', 'Shah Alam', 'Sungai Petani', 'Zarqa')",2,4,2,4
"Exactly 1 of the following cities are in Zambia and 3 in Eritrea: Phnom Penh, Lusaka, Kitwe, Asmara, Voronezh, Ndola.",0,"('Zambia', 'Eritrea')","('Asmara', 'Kitwe', 'Lusaka', 'Ndola', 'Phnom Penh', 'Voronezh')",1,3,3,1
"Exactly 1 of the following cities are in Chad and 4 in Colombia: Cucuta, Bucaramanga, Zhangjiagang, Soacha, N'Djamena, Ibague.",1,"('Chad', 'Colombia')","('Bucaramanga', 'Cucuta', 'Ibague', ""N'Djamena"", 'Soacha', 'Zhangjiagang')",1,4,1,4
"Exactly 2 of the following cities are in Vietnam and 2 in Nigeria: Panjin, Marseille, Vinh, Osogbo, Benin City, Qui Nhon.",1,"('Vietnam', 'Nigeria')","('Benin City', 'Marseille', 'Osogbo', 'Panjin', 'Qui Nhon', 'Vinh')",2,2,2,2
"Exactly 1 of the following cities are in Ukraine and 4 in South Africa: Pietermaritzburg, Pretoria, Bloemfontein, Laibin, Evaton, Lviv.",1,"('Ukraine', 'South Africa')","('Bloemfontein', 'Evaton', 'Laibin', 'Lviv', 'Pietermaritzburg', 'Pretoria')",1,4,1,4
"Exactly 3 of the following cities are in Lithuania and 2 in Croatia: Zagreb, Lubumbashi, Soweto, Recife, Suginami, Vilnius.",0,"('Lithuania', 'Croatia')","('Lubumbashi', 'Recife', 'Soweto', 'Suginami', 'Vilnius', 'Zagreb')",3,2,1,1
"Exactly 1 of the following cities are in Mozambique and 1 in Tanzania: Dodoma, Dar es Salaam, Beira, Matola, Arusha, Zanzibar.",0,"('Mozambique', 'Tanzania')","('Arusha', 'Beira', 'Dar es Salaam', 'Dodoma', 'Matola', 'Zanzibar')",1,1,2,4
"Exactly 2 of the following cities are in Nigeria and 1 in Argentina: Mar del Plata, Ilorin, Ajegunle, Ahvaz, Bauchi, Osogbo.",0,"('Nigeria', 'Argentina')","('Ahvaz', 'Ajegunle', 'Bauchi', 'Ilorin', 'Mar del Plata', 'Osogbo')",2,1,4,1
"Exactly 1 of the following cities are in Guatemala and 2 in Niger: Niamey, Chenzhou, Changshu, Incheon, Guatemala City, Langfang.",0,"('Guatemala', 'Niger')","('Changshu', 'Chenzhou', 'Guatemala City', 'Incheon', 'Langfang', 'Niamey')",1,2,1,1
"Exactly 1 of the following cities are in Niger and 2 in Ecuador: Nagoya, Quito, Niamey, Homyel', Kuantan, Guayaquil.",1,"('Niger', 'Ecuador')","('Guayaquil', ""Homyel'"", 'Kuantan', 'Nagoya', 'Niamey', 'Quito')",1,2,1,2
"Exactly 2 of the following cities are in Belarus and 2 in Ghana: Kumasi, Kikwit, Budta, Homyel', Minsk, Amritsar.",0,"('Belarus', 'Ghana')","('Amritsar', 'Budta', ""Homyel'"", 'Kikwit', 'Kumasi', 'Minsk')",2,2,2,1
"Exactly 2 of the following cities are in Saudi Arabia and 1 in India: Hebi, Bucheon-si, Makkah, Jilin, Bhavnagar, Najran.",1,"('Saudi Arabia', 'India')","('Bhavnagar', 'Bucheon-si', 'Hebi', 'Jilin', 'Makkah', 'Najran')",2,1,2,1
"Exactly 2 of the following cities are in Myanmar and 2 in Argentina: South Tangerang, Yangon, Duesseldorf, Hlaingthaya, Mar del Plata, San Miguel de Tucuman.",1,"('Myanmar', 'Argentina')","('Duesseldorf', 'Hlaingthaya', 'Mar del Plata', 'San Miguel de Tucuman', 'South Tangerang', 'Yangon')",2,2,2,2
"Exactly 4 of the following cities are in Venezuela and 2 in Argentina: San Miguel de Tucuman, Ciudad Guayana, Barquisimeto, Caracas, Maracaibo, Mar del Plata.",1,"('Venezuela', 'Argentina')","('Barquisimeto', 'Caracas', 'Ciudad Guayana', 'Mar del Plata', 'Maracaibo', 'San Miguel de Tucuman')",4,2,4,2
"Exactly 2 of the following cities are in Bangladesh and 1 in Rwanda: Khulna, Bangkok, Orumiyeh, Gazipur, Duque de Caxias, Kigali.",1,"('Bangladesh', 'Rwanda')","('Bangkok', 'Duque de Caxias', 'Gazipur', 'Khulna', 'Kigali', 'Orumiyeh')",2,1,2,1
"Exactly 1 of the following cities are in Finland and 1 in Cambodia: Ansan-si, Hwaseong-si, Helsinki, Victoria de Durango, Huangshi, Phnom Penh.",1,"('Finland', 'Cambodia')","('Ansan-si', 'Helsinki', 'Huangshi', 'Hwaseong-si', 'Phnom Penh', 'Victoria de Durango')",1,1,1,1
"Exactly 5 of the following cities are in Ukraine and 1 in Yemen: Aden, Mogadishu, Jajmau, Xiangtan, Dnipro, Kikolo.",0,"('Ukraine', 'Yemen')","('Aden', 'Dnipro', 'Jajmau', 'Kikolo', 'Mogadishu', 'Xiangtan')",5,1,1,1
"Exactly 2 of the following cities are in Canada and 1 in Morocco: Kalaburagi, Winnipeg, Quebec, Calgary, Marrakesh, Mississauga.",0,"('Canada', 'Morocco')","('Calgary', 'Kalaburagi', 'Marrakesh', 'Mississauga', 'Quebec', 'Winnipeg')",2,1,4,1
"Exactly 4 of the following cities are in Pakistan and 1 in Syria: Makati City, Battagram, Peshawar, Jhang Sadr, Aleppo, Multan.",1,"('Pakistan', 'Syria')","('Aleppo', 'Battagram', 'Jhang Sadr', 'Makati City', 'Multan', 'Peshawar')",4,1,4,1
"Exactly 1 of the following cities are in Cuba and 3 in Kenya: Nairobi, New Kingston, Abidjan, Santiago de Cuba, Kakamega, Mombasa.",1,"('Cuba', 'Kenya')","('Abidjan', 'Kakamega', 'Mombasa', 'Nairobi', 'New Kingston', 'Santiago de Cuba')",1,3,1,3
"Exactly 3 of the following cities are in Bangladesh and 3 in Senegal: Batam, Mohammadpur, Leon de los Aldama, Dakar, Pikine, Amravati.",0,"('Bangladesh', 'Senegal')","('Amravati', 'Batam', 'Dakar', 'Leon de los Aldama', 'Mohammadpur', 'Pikine')",3,3,1,2
"Exactly 1 of the following cities are in Guatemala and 1 in Venezuela: Tyumen, Maturin, Guatemala City, Ciudad Guayana, Barquisimeto, Xuhui.",0,"('Guatemala', 'Venezuela')","('Barquisimeto', 'Ciudad Guayana', 'Guatemala City', 'Maturin', 'Tyumen', 'Xuhui')",1,1,1,3
"Exactly 2 of the following cities are in Bangladesh and 4 in Pakistan: Khulna, Pallabi, Gazipur, Qingpu, Comilla, Arifwala.",0,"('Bangladesh', 'Pakistan')","('Arifwala', 'Comilla', 'Gazipur', 'Khulna', 'Pallabi', 'Qingpu')",2,4,4,1
"Exactly 1 of the following cities are in Uzbekistan and 1 in Poland: Reynosa, Namangan, Chelyabinsk, Krakow, Tashkent, Lodz.",0,"('Uzbekistan', 'Poland')","('Chelyabinsk', 'Krakow', 'Lodz', 'Namangan', 'Reynosa', 'Tashkent')",1,1,2,2
"Exactly 1 of the following cities are in South Korea and 5 in Russia: Krasnoyarsk, Perm, Ulyanovsk, Nizhniy Novgorod, Saratov, Daejeon.",1,"('South Korea', 'Russia')","('Daejeon', 'Krasnoyarsk', 'Nizhniy Novgorod', 'Perm', 'Saratov', 'Ulyanovsk')",1,5,1,5
"Exactly 2 of the following cities are in Ukraine and 2 in Indonesia: Aracaju, Cimahi, Xuzhou, Kyiv, Tangerang, Jakarta.",0,"('Ukraine', 'Indonesia')","('Aracaju', 'Cimahi', 'Jakarta', 'Kyiv', 'Tangerang', 'Xuzhou')",2,2,1,3
"Exactly 5 of the following cities are in Morocco and 1 in Myanmar: Oujda, Tangier, Fes, Marrakesh, Yangon, Agadir.",1,"('Morocco', 'Myanmar')","('Agadir', 'Fes', 'Marrakesh', 'Oujda', 'Tangier', 'Yangon')",5,1,5,1
"Exactly 2 of the following cities are in Hungary and 1 in Turkey: Izmir, Budapest, Xuhui, Ziyang, Ankara, Kolwezi.",0,"('Hungary', 'Turkey')","('Ankara', 'Budapest', 'Izmir', 'Kolwezi', 'Xuhui', 'Ziyang')",2,1,1,2
"Exactly 2 of the following cities are in South Korea and 2 in Iraq: Kampung Baru Subang, Goyang-si, Jeonju, Al Mawsil al Jadidah, Kirkuk, Zhanjiang.",1,"('South Korea', 'Iraq')","('Al Mawsil al Jadidah', 'Goyang-si', 'Jeonju', 'Kampung Baru Subang', 'Kirkuk', 'Zhanjiang')",2,2,2,2
"Exactly 1 of the following cities are in Iraq and 4 in Tanzania: Kirkuk, Mbeya, Zanzibar, Dar es Salaam, Dodoma, Barquisimeto.",1,"('Iraq', 'Tanzania')","('Barquisimeto', 'Dar es Salaam', 'Dodoma', 'Kirkuk', 'Mbeya', 'Zanzibar')",1,4,1,4
"Exactly 3 of the following cities are in the United States and 3 in Pakistan: New South Memphis, Sukkur, Milwaukee, Rawalpindi, Okara, Chicago.",1,"('the United States', 'Pakistan')","('Chicago', 'Milwaukee', 'New South Memphis', 'Okara', 'Rawalpindi', 'Sukkur')",3,3,3,3
"Exactly 3 of the following cities are in Iraq and 1 in Tanzania: Al Basrah al Qadimah, Sulaymaniyah, Dar es Salaam, Karbala, Arusha, Mbeya.",0,"('Iraq', 'Tanzania')","('Al Basrah al Qadimah', 'Arusha', 'Dar es Salaam', 'Karbala', 'Mbeya', 'Sulaymaniyah')",3,1,3,3
"Exactly 2 of the following cities are in the Democratic Republic of the Congo and 2 in Bangladesh: Khulna, Haiphong, Kolwezi, Rajshahi, General Santos, Rangpur.",0,"('the Democratic Republic of the Congo', 'Bangladesh')","('General Santos', 'Haiphong', 'Khulna', 'Kolwezi', 'Rajshahi', 'Rangpur')",2,2,1,3
"Exactly 2 of the following cities are in Kenya and 3 in Egypt: Madinat an Nasr, Assiut, Nakuru, Cotonou, Mombasa, Shubra al Khaymah.",1,"('Kenya', 'Egypt')","('Assiut', 'Cotonou', 'Madinat an Nasr', 'Mombasa', 'Nakuru', 'Shubra al Khaymah')",2,3,2,3
"Exactly 1 of the following cities are in Mongolia and 5 in Angola: Ulan Bator, Kikolo, Hoji ya Henda, Camama, Lubango, Cabinda.",1,"('Mongolia', 'Angola')","('Cabinda', 'Camama', 'Hoji ya Henda', 'Kikolo', 'Lubango', 'Ulan Bator')",1,5,1,5
"Exactly 3 of the following cities are in Kenya and 2 in Ukraine: Mombasa, Nairobi, Kakamega, Kryvyy Rih, Sevastopol, Quezon City.",1,"('Kenya', 'Ukraine')","('Kakamega', 'Kryvyy Rih', 'Mombasa', 'Nairobi', 'Quezon City', 'Sevastopol')",3,2,3,2
"Exactly 3 of the following cities are in Peru and 3 in Somalia: Panshan, Piura, Chiclayo, Mogadishu, Bucharest, Callao.",0,"('Peru', 'Somalia')","('Bucharest', 'Callao', 'Chiclayo', 'Mogadishu', 'Panshan', 'Piura')",3,3,3,1
"Exactly 5 of the following cities are in Yemen and 1 in Cameroon: Ibb, Pudong, Bilimora, Douala, Taiz, Bandar Lampung.",0,"('Yemen', 'Cameroon')","('Bandar Lampung', 'Bilimora', 'Douala', 'Ibb', 'Pudong', 'Taiz')",5,1,2,1
"Exactly 3 of the following cities are in Peru and 2 in Ukraine: Piura, Chiclayo, Kharkiv, Ajmer, Callao, Kyiv.",1,"('Peru', 'Ukraine')","('Ajmer', 'Callao', 'Chiclayo', 'Kharkiv', 'Kyiv', 'Piura')",3,2,3,2
"Exactly 2 of the following cities are in Russia and 4 in China: Liaocheng, Jiujiang, Harbin, Irkutsk, Jiangyin, Krasnoyarsk.",1,"('Russia', 'China')","('Harbin', 'Irkutsk', 'Jiangyin', 'Jiujiang', 'Krasnoyarsk', 'Liaocheng')",2,4,2,4
"Exactly 3 of the following cities are in Indonesia and 1 in Jamaica: Banjarmasin, New Kingston, Comilla, Niluefer, Batam, Makassar.",1,"('Indonesia', 'Jamaica')","('Banjarmasin', 'Batam', 'Comilla', 'Makassar', 'New Kingston', 'Niluefer')",3,1,3,1
"Exactly 1 of the following cities are in Guinea and 1 in Oman: Matola, Muscat, Rio de Janeiro, Camayenne, Zhangjiakou, Bhiwandi.",1,"('Guinea', 'Oman')","('Bhiwandi', 'Camayenne', 'Matola', 'Muscat', 'Rio de Janeiro', 'Zhangjiakou')",1,1,1,1
"Exactly 4 of the following cities are in Mexico and 2 in Côte d'Ivoire: Anshun, Nay Pyi Taw, Kanayannur, Abidjan, Reynosa, Tijuana.",0,"('Mexico', ""Côte d'Ivoire"")","('Abidjan', 'Anshun', 'Kanayannur', 'Nay Pyi Taw', 'Reynosa', 'Tijuana')",4,2,2,1
"Exactly 1 of the following cities are in Azerbaijan and 2 in Nepal: Pokhara, Agadir, Baku, Pingdingshan, Al Mahallah al Kubra, Kathmandu.",1,"('Azerbaijan', 'Nepal')","('Agadir', 'Al Mahallah al Kubra', 'Baku', 'Kathmandu', 'Pingdingshan', 'Pokhara')",1,2,1,2
"Exactly 4 of the following cities are in Lebanon and 2 in India: Bhayandar, Dombivali, Taguig, Prayagraj, Ra's Bayrut, Beirut.",0,"('Lebanon', 'India')","('Beirut', 'Bhayandar', 'Dombivali', 'Prayagraj', ""Ra's Bayrut"", 'Taguig')",4,2,2,3
"Exactly 5 of the following cities are in Iraq and 1 in South Africa: Qom, Karbala, Benoni, Soweto, Al Mawsil al Jadidah, Kirkuk.",0,"('Iraq', 'South Africa')","('Al Mawsil al Jadidah', 'Benoni', 'Karbala', 'Kirkuk', 'Qom', 'Soweto')",5,1,3,2
"Exactly 1 of the following cities are in Bosnia and Herzegovina and 5 in Kenya: Cimahi, Albuquerque, Mombasa, Nakuru, Sarajevo, Nairobi.",0,"('Bosnia and Herzegovina', 'Kenya')","('Albuquerque', 'Cimahi', 'Mombasa', 'Nairobi', 'Nakuru', 'Sarajevo')",1,5,1,3
"Exactly 1 of the following cities are in China and 2 in Brazil: Piura, Shizuishan, Jos, Florianopolis, Hamhung, Ananindeua.",1,"('China', 'Brazil')","('Ananindeua', 'Florianopolis', 'Hamhung', 'Jos', 'Piura', 'Shizuishan')",1,2,1,2
"Exactly 1 of the following cities are in Poland and 1 in Chad: Zunyi, Krakow, Jambi City, N'Djamena, Meknes, Pasig City.",1,"('Poland', 'Chad')","('Jambi City', 'Krakow', 'Meknes', ""N'Djamena"", 'Pasig City', 'Zunyi')",1,1,1,1
"Exactly 1 of the following cities are in Rwanda and 4 in North Korea: Jingmen, Chunian, Hamhung, Dongying, Kigali, Pyongyang.",0,"('Rwanda', 'North Korea')","('Chunian', 'Dongying', 'Hamhung', 'Jingmen', 'Kigali', 'Pyongyang')",1,4,1,2
"Exactly 1 of the following cities are in Poland and 1 in South Korea: Lodz, Selayang Baru Utara, Krakow, Jeonju, Wroclaw, Durban.",0,"('Poland', 'South Korea')","('Durban', 'Jeonju', 'Krakow', 'Lodz', 'Selayang Baru Utara', 'Wroclaw')",1,1,3,1
"Exactly 1 of the following cities are in Mauritania and 2 in Denmark: Qinhuangdao, Esenler, Rostov-on-Don, Copenhagen, Nouakchott, Ulanqab.",0,"('Mauritania', 'Denmark')","('Copenhagen', 'Esenler', 'Nouakchott', 'Qinhuangdao', 'Rostov-on-Don', 'Ulanqab')",1,2,1,1
"Exactly 3 of the following cities are in Kenya and 3 in Mexico: Culiacan, Mombasa, Kakamega, Nakuru, Cancun, Tijuana.",1,"('Kenya', 'Mexico')","('Cancun', 'Culiacan', 'Kakamega', 'Mombasa', 'Nakuru', 'Tijuana')",3,3,3,3
"Exactly 2 of the following cities are in Bangladesh and 4 in Saudi Arabia: Mohammadpur, Ta'if, Jeddah, Gazipur, Dammam, Makkah.",1,"('Bangladesh', 'Saudi Arabia')","('Dammam', 'Gazipur', 'Jeddah', 'Makkah', 'Mohammadpur', ""Ta'if"")",2,4,2,4
"Exactly 3 of the following cities are in Laos and 2 in India: Tolyatti, Jammu, Najran, Semarang, Chengdu, Vientiane.",0,"('Laos', 'India')","('Chengdu', 'Jammu', 'Najran', 'Semarang', 'Tolyatti', 'Vientiane')",3,2,1,1
"Exactly 1 of the following cities are in India and 1 in Kenya: Antalya, Kota Kuala Muda, Panshan, Munich, Prayagraj, Mombasa.",1,"('India', 'Kenya')","('Antalya', 'Kota Kuala Muda', 'Mombasa', 'Munich', 'Panshan', 'Prayagraj')",1,1,1,1
"Exactly 1 of the following cities are in the United Arab Emirates and 2 in Nigeria: Tlaquepaque, Ile-Ife, Fukuoka, Al Ain City, Benin City, Salta.",1,"('the United Arab Emirates', 'Nigeria')","('Al Ain City', 'Benin City', 'Fukuoka', 'Ile-Ife', 'Salta', 'Tlaquepaque')",1,2,1,2
"Exactly 4 of the following cities are in Pakistan and 2 in Brazil: Brasilia, Chunian, Curitiba, Multan, Sargodha, Muzaffarabad.",1,"('Pakistan', 'Brazil')","('Brasilia', 'Chunian', 'Curitiba', 'Multan', 'Muzaffarabad', 'Sargodha')",4,2,4,2
"Exactly 3 of the following cities are in the Democratic Republic of the Congo and 1 in Romania: Cotonou, Tshikapa, Bucharest, Gurugram, Yangjiang, Faridabad.",0,"('the Democratic Republic of the Congo', 'Romania')","('Bucharest', 'Cotonou', 'Faridabad', 'Gurugram', 'Tshikapa', 'Yangjiang')",3,1,1,1
"Exactly 2 of the following cities are in Burundi and 3 in Burkina Faso: Bujumbura, Bagcilar, Erbil, Ouagadougou, Soweto, Arequipa.",0,"('Burundi', 'Burkina Faso')","('Arequipa', 'Bagcilar', 'Bujumbura', 'Erbil', 'Ouagadougou', 'Soweto')",2,3,1,1
"Exactly 1 of the following cities are in Kyrgyzstan and 1 in Afghanistan: Guangzhou, Zhangjiagang, Mazar-e Sharif, Pelentong, Bishkek, Sagamihara.",1,"('Kyrgyzstan', 'Afghanistan')","('Bishkek', 'Guangzhou', 'Mazar-e Sharif', 'Pelentong', 'Sagamihara', 'Zhangjiagang')",1,1,1,1
"Exactly 2 of the following cities are in Côte d'Ivoire and 2 in the Democratic Republic of the Congo: Kumamoto, Likasi, Kolwezi, Abidjan, Bouake, Quito.",1,"(""Côte d'Ivoire"", 'the Democratic Republic of the Congo')","('Abidjan', 'Bouake', 'Kolwezi', 'Kumamoto', 'Likasi', 'Quito')",2,2,2,2
"Exactly 1 of the following cities are in Iraq and 1 in Chad: N'Djamena, Sofia, Al Mawsil al Jadidah, Tlaquepaque, Rui'an, Evaton.",1,"('Iraq', 'Chad')","('Al Mawsil al Jadidah', 'Evaton', ""N'Djamena"", ""Rui'an"", 'Sofia', 'Tlaquepaque')",1,1,1,1
"Exactly 4 of the following cities are in Vietnam and 1 in Hungary: Hue, Can Tho, Ho Chi Minh City, Ibague, Nha Trang, Budapest.",1,"('Vietnam', 'Hungary')","('Budapest', 'Can Tho', 'Ho Chi Minh City', 'Hue', 'Ibague', 'Nha Trang')",4,1,4,1
"Exactly 3 of the following cities are in Vietnam and 3 in Uzbekistan: Thuan An, Can Tho, Samarkand, Namangan, Qui Nhon, Tashkent.",1,"('Vietnam', 'Uzbekistan')","('Can Tho', 'Namangan', 'Qui Nhon', 'Samarkand', 'Tashkent', 'Thuan An')",3,3,3,3
"Exactly 2 of the following cities are in Cameroon and 1 in Vietnam: Thuan An, Yaounde, Douala, Lusaka, Kaduna, Kirkuk.",1,"('Cameroon', 'Vietnam')","('Douala', 'Kaduna', 'Kirkuk', 'Lusaka', 'Thuan An', 'Yaounde')",2,1,2,1
"Exactly 1 of the following cities are in China and 2 in Uzbekistan: Kalininskiy, Jieyang, Ipoh, Tashkent, Tyumen, Maoming.",0,"('China', 'Uzbekistan')","('Ipoh', 'Jieyang', 'Kalininskiy', 'Maoming', 'Tashkent', 'Tyumen')",1,2,2,1
"Exactly 1 of the following cities are in Germany and 2 in the Dominican Republic: Santo Domingo Este, Nay Pyi Taw, Santiago de los Caballeros, Frankfurt am Main, Mersin, Weinan.",1,"('Germany', 'the Dominican Republic')","('Frankfurt am Main', 'Mersin', 'Nay Pyi Taw', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Weinan')",1,2,1,2
"Exactly 2 of the following cities are in Lebanon and 1 in Bosnia and Herzegovina: Huludao, Beirut, Zunyi, Sarajevo, Ra's Bayrut, Utsunomiya.",1,"('Lebanon', 'Bosnia and Herzegovina')","('Beirut', 'Huludao', ""Ra's Bayrut"", 'Sarajevo', 'Utsunomiya', 'Zunyi')",2,1,2,1
"Exactly 4 of the following cities are in Jamaica and 1 in Russia: Baghdad, Cotonou, Novokuznetsk, Kallakurichi, New Kingston, Mysuru.",0,"('Jamaica', 'Russia')","('Baghdad', 'Cotonou', 'Kallakurichi', 'Mysuru', 'New Kingston', 'Novokuznetsk')",4,1,1,1
"Exactly 2 of the following cities are in Djibouti and 3 in the Democratic Republic of the Congo: Balbala, Lubumbashi, Kolwezi, Kananga, Tshikapa, Kinshasa.",0,"('Djibouti', 'the Democratic Republic of the Congo')","('Balbala', 'Kananga', 'Kinshasa', 'Kolwezi', 'Lubumbashi', 'Tshikapa')",2,3,1,5
"Exactly 2 of the following cities are in Pakistan and 1 in Angola: Cabinda, Hwaseong-si, Sukkur, Kasur, Hamhung, Bijie.",1,"('Pakistan', 'Angola')","('Bijie', 'Cabinda', 'Hamhung', 'Hwaseong-si', 'Kasur', 'Sukkur')",2,1,2,1
